user_id,gender,age,profile,location,promo_sensitivity,device,ever
00000172,여성,26,대학생,부산시 수영구,medium,iPhone,True
00000173,남성,50,직장인,광주시 서구,low,Galaxy,True
00000174,남성,31,직장인,부산시 부산진구,medium,iPhone,False
00000175,여성,26,대학생,광주시 광산구,high,iPhone,False
00000176,여성,32,직장인,인천시 남동구,medium,iPhone,True
00000177,남성,20,대학생,대전시 중구,medium,iPhone,True
00000178,남성,41,직장인,서울시 서초구,medium,Galaxy,True
00000179,남성,66,기타,인천시 연수구,high,Galaxy,False
00000180,남성,38,직장인,인천시 부평구,medium,Galaxy,True
00000181,여성,38,직장인,부산시 동래구,medium,iPhone,False
00000182,여성,20,대학생,인천시 서구,medium,iPhone,True
00000183,여성,17,중고생,대전시 유성구,low,iPhone,False
00000184,여성,40,직장인,부산시 해운대구,medium,Galaxy,True
00000185,여성,33,직장인,광주시 서구,high,Galaxy,True
00000186,여성,22,대학생,인천시 연수구,low,Galaxy,True
00000187,남성,41,직장인,부산시 동래구,high,Galaxy,False
00000188,여성,10,기타,인천시 연수구,medium,iPhone,True
00000189,여성,36,직장인,부산시 해운대구,medium,iPhone,False
00000190,여성,17,기타,대전시 유성구,medium,iPhone,True
00000191,남성,37,기타,인천시 연수구,medium,Galaxy,False
00000192,남성,35,기타,부산시 부산진구,low,iPhone,False
00000193,여성,18,중고생,광주시 광산구,medium,Galaxy,False
00000194,남성,46,기타,대전시 유성구,medium,Galaxy,True
00000195,남성,56,기타,부산시 해운대구,medium,Galaxy,True
00000196,기타,20,대학생,대전시 유성구,high,iPhone,False
00000197,남성,27,직장인,대구시 달서구,low,iPhone,False
00000198,여성,35,기타,부산시 부산진구,low,iPhone,True
00000199,여성,48,기타,대전시 중구,low,iPhone,False
00000200,남성,34,기타,인천시 연수구,low,iPhone,True
00000201,남성,47,직장인,부산시 부산진구,medium,Galaxy,True
00000202,여성,52,직장인,부산시 해운대구,low,Galaxy,False
00000203,남성,23,대학생,부산시 부산진구,low,Galaxy,False
00000204,남성,20,대학생,서울시 영등포구,low,Galaxy,False
00000205,남성,51,직장인,인천시 부평구,high,Galaxy,False
00000206,여성,32,직장인,대구시 북구,high,Galaxy,True
00000207,여성,23,대학생,인천시 남동구,low,iPhone,False
00000208,여성,62,기타,부산시 부산진구,medium,Galaxy,True
00000209,남성,22,대학생,서울시 종로구,high,Galaxy,True
00000210,남성,29,직장인,부산시 동래구,medium,iPhone,False
00000211,여성,14,중고생,서울시 강남구,medium,iPhone,False
00000212,남성,46,기타,대구시 달서구,medium,Galaxy,False
00000213,남성,39,직장인,서울시 서초구,high,iPhone,False
00000214,여성,68,기타,서울시 마포구,low,Galaxy,False
00000215,남성,15,중고생,대구시 수성구,high,iPhone,True
00000216,여성,55,직장인,광주시 광산구,medium,iPhone,False
00000217,여성,25,대학생,부산시 해운대구,high,Galaxy,False
00000218,여성,24,대학생,대구시 수성구,medium,iPhone,False
00000219,여성,17,중고생,대전시 중구,low,iPhone,True
00000220,남성,20,대학생,대구시 북구,low,Galaxy,True
00000221,남성,24,기타,대전시 중구,high,iPhone,True
00000222,여성,14,중고생,부산시 동래구,medium,iPhone,True
00000223,남성,49,직장인,대전시 서구,high,Galaxy,True
00000224,여성,50,직장인,인천시 부평구,medium,Galaxy,False
00000225,여성,19,중고생,대전시 중구,low,Galaxy,True
00000226,남성,41,직장인,광주시 북구,low,Galaxy,False
00000227,여성,17,중고생,대전시 유성구,low,iPhone,True
00000228,남성,48,기타,부산시 남구,medium,Galaxy,False
00000229,여성,31,직장인,대전시 서구,low,Galaxy,False
00000230,남성,35,직장인,대전시 유성구,low,iPhone,True
00000231,남성,39,기타,대전시 중구,high,iPhone,True
00000232,여성,23,대학생,인천시 남동구,high,iPhone,True
00000233,여성,23,대학생,부산시 동래구,high,iPhone,True
00000234,남성,21,대학생,부산시 부산진구,high,Galaxy,True
00000235,여성,37,직장인,인천시 남동구,high,iPhone,True
00000236,남성,19,기타,부산시 수영구,low,iPhone,True
00000237,여성,15,중고생,광주시 북구,high,iPhone,True
00000238,남성,18,중고생,광주시 광산구,high,iPhone,False
00000239,남성,19,중고생,대전시 중구,high,iPhone,True
00000240,남성,43,직장인,인천시 연수구,medium,iPhone,True
00000241,남성,16,기타,대구시 달서구,low,Galaxy,False
00000242,남성,34,기타,부산시 동래구,medium,Galaxy,False
00000243,여성,37,기타,부산시 부산진구,medium,Galaxy,True
00000244,남성,20,대학생,서울시 강남구,medium,Galaxy,True
00000245,남성,34,기타,광주시 광산구,low,iPhone,True
00000246,남성,24,대학생,인천시 서구,high,iPhone,True
00000247,여성,27,기타,광주시 북구,low,iPhone,True
00000248,여성,54,직장인,대구시 달서구,low,Galaxy,False
00000249,여성,16,중고생,광주시 광산구,low,Galaxy,True
00000250,여성,38,기타,서울시 송파구,medium,Galaxy,False
00000251,여성,54,기타,대구시 달서구,medium,Galaxy,True
00000252,남성,19,기타,대전시 서구,high,Galaxy,False
00000253,여성,46,직장인,광주시 광산구,low,iPhone,True
00000254,여성,22,대학생,인천시 남동구,low,iPhone,True
00000255,여성,21,대학생,서울시 강남구,medium,Galaxy,True
00000256,여성,26,대학생,대전시 서구,low,Galaxy,False
00000257,여성,24,대학생,인천시 연수구,high,iPhone,False
00000258,남성,53,기타,부산시 남구,medium,Galaxy,True
00000259,남성,17,중고생,서울시 영등포구,high,iPhone,True
00000260,여성,15,중고생,인천시 남동구,medium,iPhone,False
00000261,여성,17,중고생,부산시 부산진구,medium,iPhone,True
00000262,남성,20,대학생,광주시 서구,medium,Galaxy,True
00000263,남성,23,대학생,서울시 송파구,high,Galaxy,True
00000264,여성,49,기타,대구시 달서구,low,iPhone,False
00000265,여성,45,기타,대구시 수성구,high,iPhone,True
00000266,여성,38,직장인,대구시 달서구,high,iPhone,False
00000267,여성,24,대학생,대전시 유성구,low,iPhone,False
00000268,여성,15,중고생,인천시 부평구,low,Galaxy,True
00000269,여성,20,대학생,부산시 남구,high,iPhone,True
00000270,남성,68,기타,인천시 남동구,high,iPhone,False
00000271,여성,26,대학생,대구시 수성구,medium,iPhone,True
00000272,여성,17,중고생,서울시 종로구,high,iPhone,True
00000273,남성,18,중고생,인천시 서구,low,Galaxy,False
00000274,남성,24,대학생,대구시 중구,high,Galaxy,True
00000275,남성,61,기타,대구시 수성구,medium,Galaxy,True
00000276,여성,14,중고생,인천시 남동구,high,iPhone,False
00000277,남성,14,기타,대전시 중구,medium,Galaxy,True
00000278,남성,25,대학생,대구시 중구,medium,Galaxy,True
00000279,여성,24,대학생,대구시 북구,low,iPhone,False
00000280,여성,21,대학생,광주시 광산구,low,iPhone,True
00000281,남성,35,기타,광주시 서구,high,Galaxy,True
00000282,여성,16,중고생,광주시 광산구,high,iPhone,False
00000283,남성,66,기타,서울시 강남구,low,Galaxy,True
00000284,여성,34,기타,서울시 영등포구,medium,iPhone,False
00000285,여성,20,대학생,광주시 광산구,low,Galaxy,False
00000286,남성,25,기타,광주시 광산구,medium,Galaxy,False
00000287,남성,16,중고생,광주시 서구,high,iPhone,True
00000288,여성,47,직장인,인천시 연수구,medium,Galaxy,True
00000289,여성,48,직장인,대전시 서구,high,Galaxy,False
00000290,여성,26,대학생,대구시 중구,high,Galaxy,False
00000291,여성,52,직장인,대전시 유성구,medium,Galaxy,False
00000292,남성,29,직장인,광주시 광산구,medium,Galaxy,True
00000293,남성,26,대학생,대전시 서구,low,Galaxy,True
00000294,여성,15,중고생,부산시 수영구,low,Galaxy,True
00000295,여성,23,대학생,인천시 부평구,high,Galaxy,False
00000296,기타,34,기타,광주시 북구,medium,Galaxy,True
00000297,여성,22,대학생,인천시 부평구,high,Galaxy,False
00000298,남성,19,중고생,서울시 강남구,low,Galaxy,True
00000299,여성,40,기타,부산시 해운대구,low,iPhone,True
00000300,남성,22,기타,대구시 수성구,medium,iPhone,False
00000301,남성,14,중고생,인천시 연수구,high,Galaxy,True
00000302,여성,22,대학생,대구시 북구,medium,iPhone,False
00000303,남성,38,기타,대구시 중구,medium,Galaxy,True
00000304,남성,53,직장인,대구시 달서구,medium,Galaxy,True
00000305,남성,26,대학생,서울시 마포구,high,Galaxy,False
00000306,남성,39,직장인,대전시 중구,low,Galaxy,False
00000307,남성,27,직장인,부산시 해운대구,high,iPhone,False
00000308,남성,16,중고생,대전시 중구,high,Galaxy,True
00000309,남성,24,대학생,부산시 동래구,low,iPhone,False
00000310,여성,51,직장인,서울시 마포구,medium,iPhone,False
00000311,여성,43,기타,인천시 서구,medium,iPhone,False
00000312,여성,15,중고생,대전시 중구,high,iPhone,True
00000313,여성,55,직장인,대전시 서구,medium,iPhone,False
00000314,여성,43,직장인,광주시 서구,high,Galaxy,True
00000315,여성,19,중고생,인천시 부평구,medium,iPhone,True
00000316,여성,19,중고생,서울시 송파구,low,iPhone,False
00000317,여성,54,직장인,광주시 북구,low,Galaxy,True
00000318,남성,17,기타,서울시 서초구,low,iPhone,True
00000319,남성,26,대학생,대전시 유성구,low,iPhone,False
00000320,여성,16,중고생,대전시 유성구,medium,Galaxy,True
00000321,남성,26,대학생,대구시 북구,high,iPhone,False
00000322,여성,62,기타,대구시 수성구,low,Galaxy,False
00000323,여성,43,기타,대전시 유성구,high,iPhone,True
00000324,여성,23,대학생,대구시 중구,medium,Galaxy,True
00000325,여성,42,직장인,인천시 서구,medium,Galaxy,False
00000326,여성,42,직장인,광주시 북구,high,Galaxy,False
00000327,여성,14,중고생,대전시 중구,low,iPhone,False
00000328,여성,47,직장인,대구시 수성구,low,Galaxy,False
00000329,여성,17,중고생,부산시 해운대구,low,Galaxy,False
00000330,여성,23,대학생,인천시 연수구,high,iPhone,False
00000331,남성,26,대학생,대전시 유성구,high,Galaxy,True
00000332,남성,59,기타,광주시 광산구,low,Galaxy,False
00000333,남성,14,중고생,서울시 강남구,medium,Galaxy,True
00000334,남성,36,기타,대전시 중구,high,Galaxy,True
00000335,여성,16,중고생,대전시 중구,medium,iPhone,True
00000336,남성,14,중고생,대구시 수성구,high,Galaxy,True
00000337,여성,19,중고생,인천시 남동구,medium,iPhone,False
00000338,남성,35,기타,광주시 서구,medium,iPhone,False
00000339,남성,17,중고생,인천시 남동구,medium,iPhone,True
00000340,남성,14,중고생,대구시 중구,low,iPhone,True
00000341,여성,19,중고생,대구시 북구,medium,Galaxy,False
00000342,여성,24,대학생,대전시 중구,medium,iPhone,True
00000343,여성,27,직장인,인천시 남동구,high,iPhone,True
00000344,남성,53,직장인,부산시 동래구,low,Galaxy,False
00000345,남성,34,직장인,대구시 달서구,high,Galaxy,False
00000346,남성,56,기타,광주시 광산구,low,Galaxy,False
00000347,여성,14,중고생,인천시 연수구,low,iPhone,False
00000348,남성,30,기타,대구시 달서구,medium,iPhone,False
00000349,남성,68,기타,대구시 중구,low,Galaxy,False
00000350,남성,17,중고생,대구시 북구,high,Galaxy,False
00000351,남성,26,기타,부산시 부산진구,low,iPhone,False
00000352,여성,22,기타,대구시 중구,medium,Galaxy,True
00000353,여성,25,대학생,광주시 광산구,low,iPhone,False
00000354,여성,14,기타,대구시 달서구,high,iPhone,True
00000355,기타,49,직장인,부산시 부산진구,medium,Galaxy,False
00000356,남성,14,중고생,대전시 중구,low,Galaxy,False
00000357,남성,19,기타,대전시 서구,high,iPhone,True
00000358,여성,14,중고생,대전시 유성구,low,iPhone,True
00000359,남성,48,직장인,인천시 연수구,low,Galaxy,False
00000360,여성,14,중고생,광주시 북구,medium,Galaxy,True
00000361,여성,43,직장인,인천시 연수구,medium,Galaxy,True
00000362,여성,10,기타,대구시 북구,medium,iPhone,False
00000363,여성,14,중고생,인천시 남동구,low,Galaxy,True
00000364,남성,19,중고생,서울시 강남구,low,Galaxy,False
00000365,남성,23,대학생,광주시 광산구,low,iPhone,False
00000366,여성,39,직장인,대구시 수성구,high,iPhone,True
00000367,여성,33,직장인,서울시 송파구,low,Galaxy,False
00000368,여성,36,직장인,인천시 부평구,medium,iPhone,True
00000369,여성,19,중고생,대전시 유성구,high,Galaxy,False
00000370,여성,14,중고생,서울시 서초구,low,iPhone,False
00000371,여성,12,기타,인천시 연수구,low,Galaxy,True
00000372,남성,16,중고생,서울시 종로구,medium,iPhone,True
00000373,여성,19,중고생,서울시 송파구,high,iPhone,True
00000374,여성,24,대학생,부산시 동래구,medium,Galaxy,False
00000375,여성,15,중고생,부산시 동래구,low,Galaxy,True
00000376,남성,26,대학생,부산시 남구,high,iPhone,True
00000377,남성,16,중고생,광주시 광산구,low,iPhone,False
00000378,남성,58,기타,서울시 강남구,medium,Galaxy,True
00000379,여성,45,직장인,인천시 서구,medium,iPhone,False
00000380,남성,20,대학생,부산시 동래구,medium,iPhone,False
00000381,남성,46,기타,대구시 달서구,high,Galaxy,True
00000382,여성,24,대학생,인천시 부평구,high,iPhone,True
00000383,여성,37,기타,부산시 부산진구,medium,Galaxy,True
00000384,여성,48,직장인,부산시 남구,medium,Galaxy,True
00000385,여성,24,기타,서울시 영등포구,high,Galaxy,False
00000386,여성,19,중고생,서울시 서초구,low,iPhone,False
00000387,남성,45,기타,부산시 해운대구,medium,iPhone,True
00000388,남성,52,직장인,부산시 부산진구,low,Galaxy,False
00000389,여성,19,중고생,부산시 부산진구,medium,iPhone,False
00000390,여성,24,대학생,서울시 서초구,high,iPhone,False
00000391,남성,23,대학생,광주시 서구,low,iPhone,True
00000392,여성,21,대학생,광주시 북구,low,iPhone,False
00000393,남성,19,중고생,광주시 북구,high,iPhone,True
00000394,여성,66,기타,대구시 북구,low,Galaxy,False
00000395,남성,25,대학생,광주시 광산구,low,iPhone,True
00000396,남성,20,대학생,인천시 부평구,low,iPhone,False
00000397,남성,18,중고생,광주시 북구,low,Galaxy,False
00000398,여성,18,중고생,대전시 중구,high,iPhone,False
00000399,남성,44,직장인,광주시 북구,medium,Galaxy,False
00000400,여성,39,기타,인천시 서구,low,Galaxy,False
00000401,남성,55,기타,광주시 서구,high,Galaxy,True
00000402,남성,16,중고생,인천시 부평구,high,Galaxy,True
00000403,남성,23,대학생,서울시 송파구,high,iPhone,False
00000404,남성,24,대학생,대전시 서구,low,iPhone,False
00000405,여성,23,대학생,서울시 영등포구,low,iPhone,False
00000406,남성,14,중고생,부산시 해운대구,high,iPhone,False
00000407,남성,21,기타,인천시 남동구,high,Galaxy,True
00000408,여성,18,중고생,광주시 북구,medium,iPhone,False
00000409,여성,45,직장인,대구시 달서구,high,Galaxy,True
00000410,여성,54,직장인,인천시 연수구,high,Galaxy,True
00000411,남성,16,중고생,서울시 영등포구,medium,iPhone,False
00000412,여성,19,중고생,대구시 달서구,medium,Galaxy,True
00000413,여성,23,대학생,서울시 서초구,medium,Galaxy,True
00000414,여성,46,직장인,대구시 수성구,low,iPhone,False
00000415,여성,21,대학생,인천시 남동구,medium,iPhone,False
00000416,여성,21,기타,서울시 종로구,high,iPhone,False
00000417,남성,57,기타,대전시 중구,medium,Galaxy,False
00000418,남성,54,직장인,대전시 유성구,low,Galaxy,False
00000419,여성,37,직장인,서울시 마포구,high,iPhone,True
00000420,남성,34,직장인,인천시 서구,low,Galaxy,False
00000421,남성,38,직장인,서울시 송파구,medium,Galaxy,True
00000422,남성,14,중고생,인천시 남동구,low,iPhone,True
00000423,여성,20,대학생,대전시 유성구,high,iPhone,True
00000424,여성,52,직장인,대전시 서구,low,Galaxy,True
00000425,여성,21,대학생,인천시 서구,low,iPhone,True
00000426,남성,14,중고생,부산시 해운대구,high,iPhone,True
00000427,기타,14,중고생,광주시 북구,medium,Galaxy,False
00000428,남성,19,중고생,인천시 연수구,high,iPhone,True
00000429,여성,26,대학생,대전시 서구,medium,iPhone,False
00000430,여성,22,대학생,광주시 광산구,high,Galaxy,False
00000431,남성,33,직장인,대구시 북구,low,iPhone,True
00000432,여성,15,기타,인천시 서구,high,Galaxy,False
00000433,여성,28,직장인,부산시 부산진구,medium,iPhone,False
00000434,여성,17,중고생,대전시 유성구,low,iPhone,False
00000435,남성,22,대학생,서울시 종로구,high,iPhone,False
00000436,여성,14,중고생,대구시 중구,low,Galaxy,True
00000437,여성,22,대학생,대구시 달서구,high,iPhone,True
00000438,여성,15,중고생,광주시 광산구,low,Galaxy,True
00000439,여성,58,기타,대전시 서구,low,Galaxy,True
00000440,여성,45,직장인,부산시 해운대구,low,Galaxy,True
00000441,여성,19,중고생,서울시 종로구,low,iPhone,True
00000442,남성,55,직장인,광주시 북구,medium,Galaxy,True
00000443,여성,22,대학생,대전시 중구,high,Galaxy,False
00000444,남성,19,중고생,인천시 연수구,high,iPhone,False
00000445,남성,42,직장인,서울시 마포구,low,Galaxy,False
00000446,남성,37,직장인,부산시 해운대구,medium,iPhone,False
00000447,여성,16,중고생,인천시 부평구,medium,Galaxy,False
00000448,여성,23,대학생,서울시 서초구,high,iPhone,True
00000449,남성,22,대학생,대전시 유성구,low,Galaxy,False
00000450,여성,55,직장인,광주시 북구,medium,Galaxy,False
00000451,여성,52,직장인,광주시 광산구,high,Galaxy,True
00000452,여성,19,중고생,대구시 수성구,high,iPhone,False
00000453,여성,41,기타,부산시 부산진구,medium,Galaxy,False
00000454,남성,14,중고생,대전시 서구,high,Galaxy,True
00000455,남성,17,중고생,인천시 서구,high,iPhone,True
00000456,기타,32,직장인,대전시 유성구,high,Galaxy,False
00000457,남성,21,기타,대구시 달서구,high,iPhone,False
00000458,남성,21,대학생,부산시 수영구,medium,Galaxy,True
00000459,남성,18,중고생,인천시 남동구,low,iPhone,True
