ID,제목,저자,발행처,발행년월일,발행년,수량,가격,본문언어,비매품여부,이용대상,카테고리
NBC20241538857,(1일 1패턴 30일만에 끝내는) 딱 30패턴으로 잡는 영어회화,Willamson Nic,더북에듀 The북,2024------,2024.0,215 p.,12900,kor,N,일반,외국어
NBC20241538867,(2015 개정 교육과정에 따른)고등학교 중국어,이종민;노민경;김효정;이예지;정하윤;조향아;그림숲,정진출판사,2024------,2024,231 p.,33200,kor,N,일반,외국어
NBC20241525836,(2019 개정 누리과정과 제4차 어린이집 표준보육과정에 기초한) 영유아 음악교육의 이해와 적용,김혜영(KAC201410355);우정순(KAC201410359),태영출판,2024-07-01,2024,전자책 1책,28800,kor,N,일반,어린이
NBC20241538869,(2019 개정 누리과정과 제4차 어린이집 표준보육과정을 반영한) 영유아 건강교육,김경철;김인애;박혜정;이민영;이성주;최우수;한유진,어가,2024-07-05,2024,374 p.,17600,kor,N,전문,어린이
NBC20241538939,(2023)도서관 길 위의 인문학 사업 결과보고서,문화체육관광부;한국도서관협회,문화체육관광부 한국도서관협회,2024------,2024,419 p.,20900,kor,U,일반,소설/문학
NBC20241538940,(2023)도서관 길 위의 인문학 사업 결과보고서,문화체육관광부;한국도서관협회,문화체육관광부 한국도서관협회,2024------,2024,175 p.,20300,kor,U,일반,소설/문학
NBC20241539082,(2024 봄) 우리나라 좋은동화,배유안;임정순;김은주;신은주;김우주;문경민;김종일;정연혜;이봄메;지안;전수경;신지명;이인아,열림원어린이,2024-05-01,2024,241 p.,13900,kor,N,아동청소년,어린이
NBC20241539115,(2024 알기사) 정보보안기사(산업기사),정일영,탑스팟,2024------,2024,765 p,19100,kor,N,일반,IT/컴퓨터
NBC20241539190,(2024 제1회) 림 문학상 수상작품집,성수진;이돌별;고하나;이서현;장진영,열림원,2024------,2024.0,전자책 1책,43600,kor,N,일반,소설/문학
NBC20241539195,(2024 조태정 영어)CLIMAX,조태정,사피엔스넷,2024------,2024,136 p.,21600,kor,U,일반,외국어
NBC20241539200,(2024 최단기) 빅데이터 분석기사,훈쌤,배움,2024------,2024,146 p.,12100,kor,N,일반,IT/컴퓨터
NBC20241539216,(2024 파이썬으로 준비하는) 빅데이터분석기사,장은진,일진사,2024-04-20,2024,315 p.,13000,kor,N,일반,IT/컴퓨터
NBC20241539217,(2024 파이썬으로 준비하는) 빅데이터분석기사,장은진,일진사,2024------,2024,315 p.,35900,kor,N,일반,IT/컴퓨터
NBC20241539219,(2024 퍼펙트) 무역영어 1급:,김현수,세종출판사,2024------,2024,717 p.,22900,kor,N,일반,외국어
NBC20241539220,(2024 퍼펙트) 무역영어 2급·3급,김현수,세종,2024------,2024,579 p.,13100,kor,U,일반,외국어
NBC20241539282,(2024) ADsP 데이터분석 준전문가,전용문;박현민,위키북스,2024-01-15,2024,"xix, 490 p.",23900,kor,N,일반,IT/컴퓨터
NBC20241539433,(2024) 국가공인 SQLD 자격검정 핵심노트,조시형;신동민;정희락;김경수,디비안,2024-03-22,2024,385 p.,11200,kor,N,전문,IT/컴퓨터
NBC20241539437,(2024) 국내외 인공지능(AI)·빅데이터 및 관련 핵심 산업 시장총람과 기술개발 전략,신성장동력산업정보기술연구회,산업경제리서치,2024------,2024,912 p.,22800,kor,N,일반,IT/컴퓨터
NBC20241539438,(2024) 국내외 인공지능(AI)·빅데이터 및 관련 핵심 산업 시장총람과 기술개발 전략,신성장동력산업정보기술연구회,산업경제리서치,2024------,2024,918 p.,34100,kor,N,일반,IT/컴퓨터
NBC20241539463,(2024) 김승옥문학상 수상작품집,조경란;신용목;조해진;반수연;안보윤;강태식;이승은,문학동네,2024-10-10,2024,338 p.,42700,kor,N,일반,소설/문학
NBC20241539475,(2024) 내일은 SQL 개발자,박부창,김앤북 아이비김영,2024------,2024,431 p.,39900,kor,U,일반,IT/컴퓨터
NBC20241539476,(2024) 내일은 리눅스 마스터,노매드로고스,김앤북,2024------,2024,568 p.,40900,kor,N,일반,IT/컴퓨터
NBC20241539510,(2024) 문학세계,고원기념사업회,고원기념사업회 시산맥사,2024------,2024,359 p.,31400,kor,N,일반,소설/문학
NBC20241539511,(2024) 문학춘하추동 시화전집,강선숙;강성효;강원산;고원구;고정현;고현숙;권영호;권재도;김강회;김동주;김은숙;김정옥;김진호;김태옥;남기철;노민병;박효석;배원식;변창렬;신계전;심성보;안효만;예시원;유점순;윤외기;이관수;이광호;이명순;이상현;이성범;이종갑;이철우;정미란;정순영;조경례;조영두;최인호;최규협;최미경;최옥희;최정민;한병윤;현광락;문병설,문학춘하추동,2024-11-08,2024,104 p.,14500,kor,N,일반,소설/문학
NBC20241539617,(2024) 빅데이터 기반 수사정보분석,김경종,경찰대학,2024-08-31,2024,321 p.,23700,kor,Y,전문,IT/컴퓨터
NBC20241539618,(2024) 빅데이터 분석기사,유준수;이동근,시스컴 출판사,2024-01-10,2024,380 p.,10400,kor,N,일반,IT/컴퓨터
NBC20241539619,(2024) 빅데이터분석기사,최예신;권태협;박진원;이경숙;이승헌;김주현,예문에듀 예문아카이브,2024-01-10,2024,640 p.,34300,kor,N,일반,IT/컴퓨터
NBC20241539620,(2024) 빅데이터분석기사,최예신;박진원;이경숙;김주현,예문에듀 예문아카이브,2024-05-20,2024,454 p.,12400,kor,N,일반,IT/컴퓨터
NBC20241539748,(2024) 신춘문예 당선소설집,임희강;곽민주;강세영;이준아;허성환;김진표;유재연;김슬기;곽재민;임택수;홍기라;정대성;기명진;조성백;김성희;이지혜;유호민;이수정;이은정;김하진;신가람;권희진;김영은;윤호준;한국소설가협회,한국소설가협회,2024-01-26,2024,541 p.,13900,kor,N,일반,소설/문학
NBC20241539749,(2024) 신춘문예 당선시집,맹재범;엄지인;박동주;한백양;강지수;김해인;이실비;추성은;김유수;강성재;조우리,문학마을,2024-01-15,2024,181 p.,28300,kor,N,일반,소설/문학
NBC20241539763,(2024) 알고리즘 이론 + 기출:,김강현,지안에듀,2024------,2024.0,259 p.,36500,kor,N,일반,IT/컴퓨터
NBC20241539848,(2024) 에듀윌 무역영어 1급,김기만,Eduwill(에듀윌),2024-01-07,2024,"293, 182 p.",27900,kor,N,일반,외국어
NBC20241539963,(2024) 이동기 영어 하루프로젝트,이동기,에스티유니타스,2024-02-28,2024,"64 p. (봉투들이, 쪽수복잡)",24400,kor,N,일반,외국어
NBC20241539968,(2024) 이효석 문학상 수상작품집,손보미;문지혁;서장원;성해나;안윤;예소연;안보윤,북다,2024------,2024.0,전자책 1책,11400,kor,N,일반,소설/문학
NBC20241539976,(2024) 인공지능(AI) 및 빅데이터 기술개발 동향과 시장전망,산업동향연구소,산업동향연구소(LAB Book),2024------,2024,789 p.,31100,kor,N,일반,IT/컴퓨터
NBC20241540033,(2024) 제2회 군산초단편문학상 수상작품집,양서토;김도란;김영란;류지희;김란;김희웅;서윤;신이령;양휘호,프로파간다,2024-11-30,2024,131 p.,36400,kor,N,일반,소설/문학
NBC20241540147,(2024) 프로그래밍과 데이터분석 기초,이상엽,경찰대학,2024-08-31,2024,132 p.,43600,kor,Y,전문,IT/컴퓨터
NBC20241540217,(2024)인천대 문학상 수상작품집,강해도;김예영;정성엽;이정민;김동윤;정준석;이지연;김서연;인천대학교. 인문대학. 국어국문학과,인천대학교 국어국문학과,2024------,2024,197 p,25600,kor,N,일반,소설/문학
NBC20241540285,(2024년 제 29회) 부산소설문학상 수상 작품집,서정아;강이나;김옥숙;배이유;정미형,부산소설가협회,2024------,2024,177 p.,18100,kor,N,일반,소설/문학
NBC20241540353,(2024년) 장애학생 기초학습 영어 교수자용 안내서,김호연;김두영;임수정;주해영;윤지현;김소연,한경국립대학교,2024-04-30,2024,175 p.,36600,kor,N,일반,외국어
NBC20241540354,(2024년) 장애학생 기초학습 영어 평가기준,김호연;주해영;윤지현;김소연;홍장미,한경국립대학교,2024-04-30,2024,"8, 8장",18800,kor,N,일반,외국어
NBC20241540355,(2024년) 장애학생 기초학습 영어 학습교재,김호연;주해영;윤지현;김소연;홍장미,한경국립대학교,2024-04-30,2024,175 p.,19600,kor,N,일반,외국어
NBC20241540734,(2025 알기사) 정보보안기사[산업기사],조현준,지안에듀,2024------,2024,4책,44400,kor,N,일반,IT/컴퓨터
NBC20241540748,(2025 이유진 국어)독해 알고리즘 스키마,이유진,메가스터디교육,2024------,2024,2책,39000,kor,U,일반,IT/컴퓨터
NBC20241540755,(2025 조태정 영어 All New)공무원 보카 루트,조태정,사피엔스넷,2024------,2024,488 p.,12900,kor,U,일반,외국어
NBC20241540764,(2025 최적합) 네트워크관리사,허준;신세리,BM성안당,2024-07-03,2024,477 p. (쪽수복잡),27600,kor,N,일반,IT/컴퓨터
NBC20241540799,(2025) SQLD 모든 것:,조용학,아이리포,2024------,2024.0,468 p.,35800,kor,N,일반,IT/컴퓨터
NBC20241540845,(2025) 그림책이 참 좋아,박민정;아트센터이다,아트센터이다,2024-12-20,2024,311 p.,10500,kor,N,아동청소년,어린이
NBC20241540864,(2025) 김세현 영어 all in one,김세현,박문각(박문각출판),2024-07-10,2024,479 p.,24500,kor,N,일반,외국어
NBC20241540877,(2025) 나두공 9급 공무원 영어,나두공 수험연구소,시스컴 출판사,2024-10-05,2024,311 p.,22600,kor,N,일반,외국어
NBC20241540878,(2025) 나두공 9급 공무원 영어,나두공 수험연구소,시스컴 출판사,2024-10-05,2024,526 p.,29700,kor,N,일반,외국어
NBC20241540892,(2025) 나두공 9급 영어,나두공 수험연구소,시스컴 출판사,2024-10-05,2024,207 p.,18300,kor,N,일반,외국어
NBC20241541121,(2025) 이동기 영어 하루 프로젝트,이동기,에스티유니타스,2024-07-08,2024,129 p. (봉투들이),24800,kor,N,일반,외국어
NBC20241541145,(2025) 조태정 영어 심화구문 200제,조태정,메가스터디교육,2024------,2024,179 p.,16800,kor,N,일반,외국어
NBC20241541247,(2025년 이상곤 교수의) 신바람 관계법규 그림책,이상곤,하우패스,2024------,2024,136 p.,20800,kor,N,일반,어린이
NBC20241541279,(20일 만에 끝내는) 해커스 토익 750+ RC,Cho David,해커스어학연구소,2024------,2024,325 52 145p.,13500,kor,N,일반,외국어
NBC20241526034,"(24가지 수업, 생활 교육 고민을 현장 사례로 풀어낸) 교사의 고민에 그림책이 답하다",그림책 아틀리에 36.5,교육과실천,2024-07-01,2024,전자책 1책,42500,kor,N,일반,어린이
NBC20241541294,(25가지 문제를 배우는) LLM 입문 with 파이썬,요시키 간다;임선집,루비페이퍼,2024-07-15,2024,264 p.,31800,kor,N,전문,IT/컴퓨터
NBC20241541301,(30일 만에 끝내는) 토텝 영단어 3000,에프엘포유컨텐츠,반석출판사,2024-01-20,2024,492 p.,18300,kor,N,일반,외국어
NBC20241526036,(30장면으로 끝내는) 스크린 영어회화,박용호(KAC201413461),길벗이지톡,2024-06-13,2024,전자책 1책,18200,eng,N,일반,외국어
NBC20241526037,(30장면으로 끝내는) 스크린 영어회화,강라이언(KAC200203577),길벗이지톡,2024-06-20,2024,전자책 1책,32700,eng,N,일반,외국어
NBC20241526038,(30장면으로 끝내는) 스크린 영어회화,박용호(KAC201413461),길벗,2024-06-03,2024,전자책 1책,31500,eng,N,일반,외국어
NBC20241526039,(30장면으로 끝내는) 스크린 영어회화,강라이언(KAC200203577),길벗 이지:톡,2024-07-11,2024,전자책 1책,34400,eng,N,일반,외국어
NBC20241526040,(30장면으로 끝내는) 스크린 영어회화,강라이언(KAC200203577),길벗 이지:톡,2024-07-22,2024,전자책 1책,42900,eng,N,일반,외국어
NBC20241526041,(30장면으로 끝내는) 스크린 영어회화,강라이언(KAC200203577),길벗 이지:톡,2024-07-19,2024,전자책 1책,23400,eng,N,일반,외국어
NBC20241526042,(30장면으로 끝내는) 스크린 영어회화,강라이언(KAC200203577),길벗 이지:톡,2024-07-26,2024,전자책 1책,43900,eng,N,일반,외국어
NBC20241526043,(30장면으로 끝내는) 스크린 영어회화,강라이언(KAC200203577),길벗 이지:톡,2024-07-24,2024,전자책 1책,21500,eng,N,일반,외국어
NBC20241526044,(30장면으로 끝내는) 스크린 영어회화,강라이언(KAC200203577),길벗 이지:톡,2024-08-01,2024,전자책 1책,31500,eng,N,일반,외국어
NBC20241526045,(30장면으로 끝내는) 스크린 영어회화,강라이언(KAC200203577),길벗 이지:톡,2024-08-12,2024,전자책 1책,29700,eng,N,일반,외국어
NBC20241526046,(30장면으로 끝내는) 스크린 영어회화,강라이언(KAC200203577),길벗 이지:톡,2024-08-21,2024,전자책 1책,43500,eng,N,일반,외국어
NBC20241526047,(30장면으로 끝내는) 스크린 영어회화,강라이언(KAC200203577),길벗 이지:톡,2024-08-30,2024,전자책 1책,32800,eng,N,일반,외국어
NBC20241526048,(30장면으로 끝내는) 스크린 영어회화,박용호(KAC201413461),길벗 이지:톡,2024-09-10,2024,전자책 1책,22700,eng,N,일반,외국어
NBC20241526049,(30장면으로 끝내는) 스크린 영어회화,박용호(KAC201413461),길벗 이지:톡,2024-09-04,2024,전자책 1책,29400,eng,N,일반,외국어
NBC20241526050,(30장면으로 끝내는) 스크린 영어회화,박용호(KAC201413461),길벗 이지:톡,2024-06-26,2024,전자책 1책,40400,eng,N,일반,외국어
NBC20241526051,(30장면으로 끝내는) 스크린 영어회화,강라이언(KAC200203577),길벗 이지:톡,2024-07-04,2024,전자책 1책,32600,eng,N,일반,외국어
NBC20241526052,(30장면으로 끝내는) 스크린 영어회화,강윤혜(KAC201326445),길벗 이지:톡,2024-09-20,2024,전자책 1책,41300,eng,N,일반,외국어
NBC20241526053,(30장면으로 끝내는) 스크린 영어회화,강라이언(KAC200203577),길벗 이지:톡,2024-07-15,2024,전자책 1책,28300,eng,N,일반,외국어
NBC20241541322,(44개 출제포인트로 끝내는) SQLD,한종구,Epasskorea(이패스코리아),2024-02-28,2024,207 p.,25400,kor,N,일반,IT/컴퓨터
NBC20241541324,(4~7세 무조건 되는) 엄마표 영어 1일 1대화,세리나황;소보록,교보문고,2024-06-28,2024,[367] p.,11600,kor,N,일반,외국어
NBC20241541328,(4차 산업 시대의 역량 강화를 위한) 생성형 AI 그리고 산업자동화,Akande Olushola;유형근;이정헌;박진우;김지태,홍릉,2024-01-22,2024,"xxi, 552 p.",30400,kor,N,전문,어린이
NBC20241541329,(4차 산업 시대의 역량 강화를 위한) 생성형 AI 그리고 산업자동화,Akande Olushola;유형근;이정헌;박진우;김지태,홍릉,2024------,2024,"xxi, 552 p.",38400,kor,N,일반,어린이
NBC20241526062,(50일 만에 끝내는) 중국어 관광통역안내사,김미숙(KAC201419010),SD에듀,2024-07-15,2024,"382, 43 p.",14000,chi,N,일반,외국어
NBC20241541340,(50일 만에 끝내는) 중국어 관광통역안내사,김미숙,SD에듀 시대고시기획,2024-07-15,2024,382 p.,35900,kor,N,일반,외국어
NBC20241541351,(5일 만에 끝내는) TOEIC speaking,황인기;시원스쿨영어연구소,시원스쿨LAB 에스제이더블유인터내셔널,2024------,2024,207 p.,11700,kor,N,일반,외국어
NBC20241541357,(7·9급) 알고리즘,김강현,지안에듀,2024------,2024,336 p.,43200,kor,N,일반,IT/컴퓨터
NBC20241541361,(7급 전산직) 박미진 데이터베이스론,박미진,포러스,2024------,2024,386 p.,33700,kor,U,일반,IT/컴퓨터
NBC20241541403,(ADsP) 데이터분석준전문가,박영식,예문에듀 예문아카이브,2024-06-10,2024,458 p.,20700,kor,N,일반,IT/컴퓨터
NBC20241541404,(AI mavin II 로 배우는) 임베디드 리눅스 프로그래밍,한백전자.기술연구소,한백,2024-05-15,2024,341 p.,27500,kor,N,전문,IT/컴퓨터
NBC20241541408,(AI 시대의 코딩 스타트) ChatGPT와 함께하는 파이썬 입문,홍석우,21세기사,2024-02-26,2024,197 p.,21500,kor,N,전문,IT/컴퓨터
NBC20241541412,(AI 자동화 수입시스템으로) 제2의 파이프라인 구축하기,AI최대표,YES24,2024------,2024,전자책 1책 (266 p.),18900,kor,N,일반,어린이
NBC20241541414,(AIoT AutoCAR III G 로 배우는) ROS 프로그래밍,한백전자.기술연구소,한백,2024-01-09,2024,336 p.,33800,kor,N,전문,IT/컴퓨터
NBC20241541415,(AIoT AutoCar Prime II로 배우는) 온디바이스 AI 프로그래밍,한백전자.기술연구소,한백,2024-06-06,2024,318 p.,21100,kor,N,전문,IT/컴퓨터
NBC20241541416,(AIoT SerBot II로 배우는) ROS 프로그래밍,한백전자.기술연구소,한백,2024-03-25,2024,338 p.,43300,kor,N,전문,IT/컴퓨터
NBC20241541428,(AI의 혁신을 이끄는) 데이터 과학자,김태헌,토크쇼,2024------,2024,211 p.,38800,kor,N,일반,IT/컴퓨터
NBC20241541429,(AI입문을 위한) 통계x파이썬,최지민;김경민,동아대학교 출판부,2024-08-16,2024,348 p.,38700,kor,Y,일반,IT/컴퓨터
NBC20241541440,(All New) 토익 VOCA 최종점검:,Suh Chris,멘토스,2024------,2024,492 p.,25600,kor,N,일반,외국어
NBC20241541444,(All new Smart) 영어회화 표현사전 5000,서성덕,MENTORS,2024------,2024,571 p.,29800,kor,N,일반,외국어
NBC20241541445,(All new) 미드영어 단숨에 따라잡기,Suh Chris,Mentors,2024------,2024,746 p.,18100,kor,N,일반,외국어
NBC20241541449,(Android studio를 활용한) 안드로이드 프로그래밍,우재남;박길식,한빛아카데미,2024-01-19,2024,552 p.,21800,kor,N,전문,IT/컴퓨터
NBC20241541472,(C#과 파이썬을 활용한) OpenCV 4 프로그래밍,윤대희,위키북스,2024-05-22,2024,"xv, 600 p.",11100,kor,N,전문,IT/컴퓨터
NBC20241541474,(CAT) 코딩활용능력,이지은,아카데미소프트,2024------,2024,167 p.,11000,kor,N,일반,IT/컴퓨터
NBC20241541478,(CEO도 알아야 할) 사이버 보안,성명훈;성미영,서울경제경영출판사,2024-08-30,2024,"iv, 191 p.",43300,kor,N,전문,IT/컴퓨터
NBC20241541489,(Chat GPT를 활용한) 영어문제 창작하기,박지성,오스틴북스,2024------,2024,279 p.,14600,kor,N,일반,외국어
NBC20241541491,(ChatGPT 소스를 얹는) 파이썬 레시피,오동열;최유림;이용준;오해석,Instabooks(인스타북스),2024-03-08,2024,442 p.,22600,kor,N,일반,IT/컴퓨터
NBC20241541492,(ChatGPT 소스를 얹는) 파이썬 레시피,오동열;최유림;이용준;오해석,Instabooks 인스타북스,2024------,2024.0,전자책 1책,37800,kor,U,일반,IT/컴퓨터
NBC20241541494,(ChatGPT로 하는) 비즈니스 데이터 분석,김성민,서울경제경영(서울경제경영출판사),2024-01-25,2024,"vii, 273 p.",31700,kor,N,전문,IT/컴퓨터
NBC20241526072,(ChatGPT로 하는) 비즈니스 데이터 분석,김성민(KAC201315975),서울경제경영(서울경제경영출판사),2024-02-08,2024,"vii, 273 p.",35000,kor,N,일반,IT/컴퓨터
NBC20241541495,(ChatGPT로 하는)비즈니스 데이터 분석,김성민,서울경제경영(서울경제경영출판사),2024------,2024,전자책 1책,25900,kor,N,일반,IT/컴퓨터
NBC20241541623,(Do it!) HTML+CSS+자바스크립트 웹 표준의 정석,고경희,이지스퍼블리싱,2024-07-30,2024,685 p.,10500,kor,N,일반,IT/컴퓨터
NBC20241541624,(Do it!) IT 서비스 이해를 위한 네트워크 기초,심준보,이지스퍼블리싱,2024-07-08,2024,248 p.,42400,kor,N,전문,IT/컴퓨터
NBC20241541625,(Do it!) MySQL로 배우는 SQL 입문,강성욱,이지스퍼블리싱,2024-04-05,2024,405 p.,19100,kor,N,전문,IT/컴퓨터
NBC20241541626,(Do it!) 깡샘의 안드로이드 앱 프로그래밍 with 코틀린,강성윤,이지스퍼블리싱,2024-05-30,2024,734 p.,35800,kor,N,전문,IT/컴퓨터
NBC20241541633,(Do it!) 일상이 자동화되는 파이썬 생활 프로그래밍,김창현,이지스퍼블리싱,2024-01-30,2024,384 p.,31700,kor,N,일반,IT/컴퓨터
NBC20241541634,(Do it!) 자바스크립트+제이쿼리 입문,정인용,이지스퍼블리싱,2024------,2024,452 p,37100,kor,N,일반,IT/컴퓨터
NBC20241541635,(Do it!) 조코딩의 첫 웹 개발,조동근;조경민,이지스퍼블리싱,2024-05-31,2024,257 p.,42100,kor,N,일반,IT/컴퓨터
NBC20241541636,(Do it!) 코드 없이 배우는 데이터 분석 with 오렌지3,권서림,이지스퍼블리싱,2024------,2024,270 p.,13400,kor,U,일반,IT/컴퓨터
NBC20241541638,(Do it!)조코딩의 첫 웹 개발,조동근;조경민,이지스퍼블리싱,2024------,2024,전자책 1책,41800,kor,N,일반,IT/컴퓨터
NBC20241541640,(Dr. Lee의) 똑똑영어,이상혁,연암사,2024-02-15,2024,311 p.,39100,kor,N,일반,외국어
NBC20241541655,(EBS) 왕초보영어 2024,마스터유진;EBS,한국교육방송공사,2024------,2024,271 p.,19900,kor,N,일반,외국어
NBC20241541657,(EBS)왕초보영어,마스터유진,EBS(한국교육방송공사),2024------,2024,271 p.,22300,kor,N,일반,외국어
NBC20241541664,(ETS TOEIC) 토익 단기공략 850+:,YBM.,YBM,2024------,2024.0,301 p.,41800,kor,N,일반,외국어
NBC20241541671,(Excel 고급 기능을 이용한) 데이터 이해 및 활용,안정용,자유아카데미,2024-08-16,2024,"vii, 260 p.",18000,kor,N,전문,IT/컴퓨터
NBC20241541676,(F 감성 곁들인) INTJ의 고전문학 독후감,다른이름,부크크,2024-11-20,2024,197 p.,37600,kor,N,일반,소설/문학
NBC20241541691,(Final) 김수환 영어 적중의 순간,김수환,에스티유니타스,2024-02-15,2024,139 p.,14300,kor,N,일반,외국어
NBC20241541703,(Go!) 독학 일본어 패턴 202,김예원;시원스쿨어학연구소,S시원스쿨닷컴 에스제이더블유인터내셔널,2024------,2024,304 p.,16000,kor,U,일반,외국어
NBC20241541774,(JLPT 일본어능력시험) 적중 모의고사 5회분,JLPT 연구모임,시사일본어사 시사북스,2024-09-25,2024,210 p.,38900,kor,N,일반,외국어
NBC20241541775,(JLPT 일본어능력시험) 적중 모의고사 5회분,JLPT 연구모임,시사일본어사 시사북스,2024-09-25,2024,247 p.,17800,kor,N,일반,외국어
NBC20241541776,(JLPT 일본어능력시험) 적중 모의고사 5회분,JLPT 연구모임,시사일본어사 시사북스,2024-09-25,2024,234 p.,38000,kor,N,일반,외국어
NBC20241541874,(Melsec-Q PLC를 활용한) 생산자동화(MPS) 제어실습,오선일,복두출판사,2024-01-25,2024,"x, 394 p.",13200,kor,N,전문,어린이
NBC20241526099,(Melsec-Q PLC를 활용한) 생산자동화(MPS) 제어실습생산자동화 제어실습,오선일,복두출판사,2024-03-22,2024,"x, 394 p.",26500,kor,N,일반,어린이
NBC20241541877,(MySQL로 배우는) 데이터베이스 개론과 실습,박우창;남송휘;이현룡,한빛아카데미,2024-01-03,2024,600 p.,34700,kor,N,전문,IT/컴퓨터
NBC20241526101,(NCS 기반의) 생산자동화 PLC 프로그램 설계,김희영,수민,2024-02-18,2024,[190] p.,14400,kor,N,일반,어린이
NBC20241541912,(NX 및 GVㅡCNC을 활용한) CAM & CNC 프로그래밍,최장기,지오북스,2024-03-01,2024,155 p.,44500,kor,N,전문,IT/컴퓨터
NBC20241541914,(New SMART) 단어만 알아도 영어가 된다!,서성덕,멘토스북,2024------,2024,447 p.,12600,kor,N,일반,외국어
NBC20241541915,(New SMART) 미드영어 상황별 공식 581,서성덕;Suh Chris,멘토스북,2024------,2024,620 p.,20400,kor,N,일반,외국어
NBC20241541916,"(New Smart) 미드영어, 난 에피소드 하나만 판다!:",서 크리스,멘토스,2024------,2024,287 p.,23900,kor,U,일반,외국어
NBC20241541917,(New build up) 박현수 영어교육론,박현수,박문각(박문각출판),2024-01-10,2024,458 p.,34500,kor,N,일반,외국어
NBC20241541918,(New build up) 박현수 영어교육론,박현수,박문각(박문각출판),2024-01-10,2024,260 p.,31000,kor,N,일반,외국어
NBC20241541919,(New edition) 국제조세 실무영어,김영욱,까치원색,2024------,2024,767 p.,29200,kor,N,일반,외국어
NBC20241541929,(New 유창한 영어를 위한) 영어회화 첫걸음 go!,손은진,디지스,2024------,2024,187 p.,23900,kor,N,일반,외국어
NBC20241541930,(New 쪼물쪼물) 내 친구 코딩아트왕:,놀이교육콘텐츠랩;유송아,마린북스,2024------,2024.0,153 p.,44100,kor,N,일반,IT/컴퓨터
NBC20241541931,(New 처음 시작하는) 청춘 일본어,강경자,다락원,2024-10-20,2024,206 p.,43800,kor,N,일반,외국어
NBC20241541942,(New) 레전드 스페인어 필수단어,문지영;서정임,랭귀지북스,2024-02-15,2024,432 p.,21400,kor,N,일반,외국어
NBC20241541944,(New) 레전드 영어 필수단어,김정희;박윤수;서정임;더 콜링,랭귀지북스,2024-04-05,2024,416 p.,19400,kor,N,일반,외국어
NBC20241541945,(New) 레전드 영어 회화사전,김정희;박윤수;더 콜링,랭귀지북스,2024-03-04,2024,424 p.,10100,kor,N,일반,외국어
NBC20241541946,(New) 레전드 중국어 필수단어,김정희;서정임;더콜링,랭귀지북스,2024-02-15,2024,448 p.,15400,kor,N,일반,외국어
NBC20241541947,(New) 레전드 중국어 회화사전,김정희;더 콜링,랭귀지북스,2024-03-10,2024,384 p.,25400,kor,N,일반,외국어
NBC20241541949,(New) 맛있는 중국어 작문,한민이,맛있는books,2024------,2024,201 p.,13000,kor,U,일반,외국어
NBC20241541959,(New) 쑥쑥 주니어 일본어 점프,조강희;가와노 나쓰코,Jplus(제이플러스),2024-04-15,2024,138 p.,23100,kor,N,아동청소년,외국어
NBC20241541961,(New) 일본어 상용한자 기초 마스터 1026,한선희;이보시 가즈야,다락원,2024-05-20,2024,256 p.,41600,kor,N,일반,외국어
NBC20241541962,(New) 일본어 상용한자 기초 마스터 1026,한선희;이보시 가즈야,다락원,2024-05-20,2024,207 p.,25800,kor,N,일반,외국어
NBC20241541964,(New) 점프! 대학중국어,멍웨이;배득성;사위국;정영지;이혜정,경북대학교출판부,2024-02-28,2024,148 p.,44500,kor,N,전문,외국어
